episode,seed,model_name,policy_type,level,total_reward,grid_coverage_percent,events_detected,events_missed,high_priority_miss_rate,on_time_detection_rate,path_efficiency,fallback_rate,coordinator_decision_source,coordinator_fallback_count,target_assignment_count,last_llm_diagnosis
312,353,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,137.0,75.0,9,4,0.25,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
313,354,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,158.5,85.0,4,1,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
314,355,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,0.5,89.0,8,5,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
315,356,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,10.0,75.0,4,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
316,357,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-44.0,71.0,3,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
317,358,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,52.0,87.0,5,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
318,359,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-13.5,87.0,6,4,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
319,360,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,22.5,87.0,2,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
320,361,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,24.0,78.0,3,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
321,362,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,207.5,86.0,8,5,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
322,363,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,229.0,96.0,7,1,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
323,364,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-4.0,89.0,8,7,0.5,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
324,365,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,3.5,89.0,6,3,0.6666666666666666,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
325,366,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,140.5,87.0,4,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
326,367,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-121.5,92.0,3,5,0.5,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
327,368,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,327.5,77.0,10,1,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
328,369,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,85.5,92.0,6,5,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
329,370,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,107.5,99.0,7,3,0.0,0.8571428571428571,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
330,371,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,192.0,85.0,8,5,0.0,0.875,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
331,372,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,194.0,95.0,6,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
332,373,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,155.5,89.0,5,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
333,374,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-55.0,82.0,2,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
334,375,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-12.0,94.0,2,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
335,376,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,143.5,85.0,5,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
336,377,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,88.0,76.0,8,2,0.25,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
337,378,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,52.0,72.0,5,5,0.0,0.8,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
338,379,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-38.0,89.0,2,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
339,380,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-121.5,71.0,3,4,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
340,381,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,2.5,87.0,7,9,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
341,382,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,120.5,69.0,5,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
342,383,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,44.5,75.0,3,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
343,384,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-109.0,90.0,2,5,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
344,385,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,3.0,83.0,4,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
345,386,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,89.0,73.0,6,5,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
346,387,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,136.0,75.0,6,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
347,388,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,123.0,85.0,7,4,0.0,0.8571428571428571,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
348,389,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,136.0,69.0,6,5,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
349,390,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,69.5,94.0,6,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
350,391,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,109.0,89.0,4,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
351,392,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,27.5,83.0,3,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
352,393,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,129.0,76.0,6,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
353,394,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,50.5,78.0,4,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
354,395,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,88.5,69.0,3,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
355,396,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-81.5,80.0,4,3,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
356,397,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-153.5,84.0,2,7,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
357,398,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-24.0,96.0,6,3,0.5,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
358,399,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,88.5,92.0,6,3,0.0,0.8333333333333334,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
359,400,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,79.0,88.0,6,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
360,401,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,108.5,85.0,9,5,0.3333333333333333,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
361,402,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,84.5,95.0,5,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
362,403,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,62.5,90.0,3,0,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
363,404,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,206.5,75.0,10,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
364,405,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,48.5,87.0,5,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
365,406,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-139.0,46.0,2,4,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
366,407,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,52.0,53.0,3,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
367,408,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,224.0,80.0,9,5,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
368,409,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,188.5,75.0,5,1,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
369,410,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,59.0,79.0,3,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
370,411,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-34.5,76.0,3,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
371,412,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,149.0,98.0,9,3,0.3333333333333333,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
372,413,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,168.0,74.0,4,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
373,414,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-15.0,83.0,6,5,0.5,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
374,415,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,163.0,84.0,5,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
375,416,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-127.5,74.0,1,9,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
376,417,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,77.5,87.0,3,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
377,418,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,42.0,89.0,3,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
378,419,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,118.5,96.0,6,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
379,420,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-15.0,90.0,5,2,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
380,421,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-123.5,70.0,2,5,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
381,422,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,108.0,86.0,4,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
382,423,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,141.5,88.0,5,1,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
383,424,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,194.0,87.0,6,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
384,425,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,144.0,67.0,8,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
385,426,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,278.0,79.0,10,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
386,427,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,187.0,93.0,9,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
387,428,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,35.0,83.0,4,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
388,429,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,223.0,72.0,8,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
389,430,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,270.0,89.0,9,2,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
390,431,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,38.5,77.0,5,5,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
391,432,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,56.5,89.0,5,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
392,433,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,92.0,83.0,4,1,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
393,434,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,233.0,79.0,10,1,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
394,435,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-17.5,91.0,3,6,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
395,436,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,31.0,75.0,5,4,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
396,437,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,94.0,95.0,4,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
397,438,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,32.5,91.0,3,5,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
398,439,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,-85.5,89.0,3,6,1.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
399,440,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,184.5,86.0,8,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
400,441,Qwen/Qwen3-1.7B,qwen_llm_coordinator,6,107.0,87.0,6,3,0.0,1.0,1.0,1.0,heuristic_fallback,50,50,provider_or_model_configuration_error
